index,user,timestamp,rating,title,review,review_raw
311,bf f snzbrbd,20210604T001340,1,More Liberal Propaganda Mixed With Some Facts,"Basically, this lady takes some facts, blows them out of proportion and comes to the conclusion that all the problems discussed in the story are due to racism without thinking what else could cause the problem. Moreover, it's an extremely racist podcast that constantly talks about race and how bad white people are. Not impressed.","Basically, this lady takes some facts, blows them out of proportion and comes to the conclusion that all the problems discussed in the story are due to racism without thinking what else could cause the problem. Moreover, it’s an extremely racist podcast that constantly talks about race and how bad white people are. Not impressed."
315,ama_wingnuts,20210527T220511,1,Boring And Supportive Of Racism,Lame Boring Race driven and I don't understand why we are perpetuating this way of thinking,"Lame
Boring
Race driven and I don’t understand why we are perpetuating this way of thinking"
317,Kaytaylor2,20210524T181216,1,Bleh.,"I could not get into this podcast, I tried for a few seasons but ultimately couldn't continue to listen. Wasn't impressed.","I could not get into this podcast, I tried for a few seasons but ultimately couldn’t continue to listen. Wasn’t impressed."
318,Jeannieplake,20210521T110324,1,Didn'T Listen,"I was so much of a Serial fan that it is unbelievable. I started the first episode a couple of times and had the impression that this was going to be WOKE nonsense so I stopped and said I would go back later. When I opened the podcast this morning The reviews caught my eyes. I normally don't read the reviews because all of us enjoy something different. But once I read the reviews I was certain that I wasn't going to listen because I knew listening to this would only make me feel angry inside. I am tired of Young people who don't know what they're talking about dividing this country with their WOKE ideology. Honestly, if I were a black person in America I would be insulted that this generation think I too stupid to wipe my own butt. I come from mixed race. My great grandfather was an African Slave. TRUST me when I say, none of us were or are stupid and anyone thinking that you can't rise above the color of your skin in modern America is not well educated. So no thank you Sarah, I'm taking a pass on this on and hitting the ole unfollow button.","I was so much of a Serial fan that it is unbelievable. I started the first episode a couple of times and had the impression that this was going to be WOKE nonsense so I stopped and said I would go back later. When I opened the podcast this morning The reviews caught my eyes. I normally don’t read the reviews because all of us enjoy something different. But once I read the reviews I was certain that I wasn’t going to listen because I knew listening to this would only make me feel angry inside. I am tired of Young people who don’t know what they’re talking about dividing this country with their WOKE ideology. Honestly, if I were a black person in America I would be insulted that this generation think I too stupid to wipe my own butt. I come from mixed race. My great grandfather was an African Slave. TRUST me when I say, none of us were or are stupid and anyone thinking that you can’t rise above the color of your skin in modern America is not well educated. So no thank you Sarah, I’m taking a pass on this on and hitting the ole unfollow button."
319,2labsfetching,20210520T123607,2,Ok Listen,"I have been addicted to every Serial podcast up until now. Maybe it is the mundane content but this examination of voter fraud in North Carolina lacked the depth, character exploration, and storytelling flair that has been engagingly present in previous Serial episodes. Hopefully the podcast can recover from this bomb and put out something worthy in the future","I have been addicted to every Serial podcast up until now. Maybe it is the mundane content but this examination of voter fraud in North Carolina lacked the depth, character exploration, and storytelling flair that has been engagingly present in previous Serial episodes. Hopefully the podcast can recover from this bomb and put out something worthy in the future"
321,micachicagal,20210511T192236,2,Podcast Letdown,What happened to this podcast? It's only gone downhill since season 1. Why ruin a perfectly good podcast you had going on? I really wish they stuck with the theme of true crime. I had no interest in season 2 and 3 I had to stop listening in the middle of both. What a shame.,What happened to this podcast? It’s only gone downhill since season 1. Why ruin a perfectly good podcast you had going on? I really wish they stuck with the theme of true crime. I had no interest in season 2 & 3 I had to stop listening in the middle of both. What a shame.
322,Jimmy44,20210509T141422,1,Nice White Parents,"I was disappointed in this opinion influenced serial. This wasn't the independent reporting what journalism at this broadcast has been noted for. A reporter had a specific point to make, and although she pointed out numerous deficiencies in the current system, she had one goal to make this an editorial of her belief system.","I was disappointed in this opinion influenced serial. This wasn’t the independent reporting what journalism at this broadcast has been noted for. A reporter had a specific point to make, and although she pointed out numerous deficiencies in the current system, she had one goal to make this an editorial of her belief system."
326,bmthomas36,20210506T225335,1,Let Down,season 1and2 were great... and then you decided to race bait... sad. no longer a follower.,season 1&2 were great... and then you decided to race bait... sad. no longer a follower.
327,D-rock17,20210506T173123,1,More Garbage,Serial had it all. But then started issuing season upon season of white guilt garbage. Here is another run of it for you. No thanks.,Serial had it all. But then started issuing season upon season of white guilt garbage. Here is another run of it for you. No thanks.
329,iyciturdutxt,20210505T171351,1,Such A Disappointment,"This was one of the first great podcasts, but the last season was not worth the 4 hours it took to finish. The story has already been told, and this version was not well written or produced. Save yourself time, and unsubscribe.","This was one of the first great podcasts, but the last season was not worth the 4 hours it took to finish. The story has already been told, and this version was not well written or produced. 

Save yourself time, and unsubscribe."
331,Elon141,20210503T201226,2,Serial Isn'T Aging Gracefully,"In Season 1, Serial had us obsessing over the details of a story that maybe wasn't that interesting (""man more likely than not guilty of murder, but not beyond a reasonable doubt"") but where details mattered and where compelling storytelling made all the difference. By Season 4, Serial was telling an important and interesting story (""black people wrongly accused of election cheating, face unfair fallout tainted by racial bias anyway""), but with a level of detail out of all proportion to what made the story worth telling. Zoe Chase says it all up front: ""I like to talk about [this] because of how personal the whole thing was."" That premise fails to sustain the several hours this podcast takes to unwind; the story would have made a great hourlong episode of This American Life. Unfortunately, somewhere along the line Serial has jumped the shark, and is close to devolving into full-on self parody.","In Season 1, Serial had us obsessing over the details of a story that maybe wasn’t that interesting (“man more likely than not guilty of murder, but not beyond a reasonable doubt”) but where details mattered and where compelling storytelling made all the difference. By Season 4, Serial was telling an important and interesting story (“black people wrongly accused of election cheating, face unfair fallout tainted by racial bias anyway”), but with a level of detail out of all proportion to what made the story worth telling. Zoe Chase says it all up front: “I like to talk about [this] because of how personal the whole thing was.”  That premise fails to sustain the several hours this podcast takes to unwind; the story would have made a great hourlong episode of This American Life. Unfortunately, somewhere along the line Serial has jumped the shark, and is close to devolving into full-on self parody."
337,Lairbot,20210501T193453,1,Why?,I could not figure out why I should care about this story.,I could not figure out why I should care about this story.
338,Yoman12,20210501T174825,1,The Improvement Association,"""The real facts about electoral cheating"". According to who? :rolling_on_the_floor_laughing:. Ya right. This is just more victim liberal rhetoric that white Republicans are the problem. This is just more ignorant divisiveness . :face_vomiting:",“The real facts about electoral cheating”. According to who? 🤣.  Ya right.  This is just more victim liberal rhetoric that white Republicans are the problem.  This is just more ignorant divisiveness .  🤮
339,A.k.m.86,20210501T040650,1,Screams Of White Privilege,"Ugh you know I can't figure out how this podcast is so significant. A black man is completely ripped apart t/o the entire thing ""why does his story change...?"" Why do you think Sarah?! He's probably terrified of the police. Did he (Adnan) do it? I have no idea and if he didn't I feel horrible for him; but the Supreme Court in 2019 said there was enough evidence to convict.",Ugh you know I can’t figure out how this podcast is so significant. A black man is completely ripped apart t/o the entire thing “why does his story change...?” Why do you think Sarah?! He’s probably terrified of the police. Did he (Adnan) do it? I have no idea and if he didn’t I feel horrible for him; but the Supreme Court in 2019 said there was enough evidence to convict.
345,Uberchicpolish,20210430T074350,1,How Did You Manage To Ruin A Hit Podcast?,It's actually impressive how thoroughly you have ruined a hit podcast. Had you put out even half decent seasons following the smash hit of the first season you would be golden right now. Unfortunately all seasons after the first one are terrible and BORING.,It’s actually impressive how thoroughly you have ruined a hit podcast. Had you put out  even half decent seasons following the smash hit of the first season you would be golden right now. Unfortunately all seasons after the first one are terrible and BORING.
351,OKKK911QJYA69,20210429T150357,1,Liberal Queef,Brainwash systematic poor me racism. This garbage I can't listen to.,Brainwash systematic poor me racism. This garbage I can’t listen to.
352,speaks the truth 2,20210429T143618,1,Biased Reporting,After I listened to season 3 I became aware of the liberal bias that she has. I live in Cuyahoga county and she didn't tell the whole story. As I began listening to the current season her liberalism came shining through. :face_vomiting:,"After I listened to season 3 I became aware of the liberal bias that she has. I live in Cuyahoga county and she didn’t tell the whole story. 
As I began listening to the current season her liberalism came shining through. 
🤮"
353,Beedubz76,20210429T124722,2,The Improvement Association,"Yawn yawn yawn. Yet another story of how white people r just so racist and evil and the poor black people r being oppressed by the whites who's whole lives r consumed by keeping the black people down as if the average white person doesn't have enough problems, now we gotta hear us being called racist every single day","Yawn yawn yawn. Yet another story of how white people r just so racist and evil and the poor black people r being oppressed by the whites who’s whole lives r consumed by keeping the black people down as if the average white person doesn’t have enough problems, now we gotta hear us being called racist every single day"
354,SalaAris,20210429T103006,2,Boring?,"Weird because I love Sarah and every thing she and This American Life does. This just doesn't go anywhere - it keeps investigating allegations and falling short, then discussing how it falls short. That's the whole podcast, + reinforcing the fact that institutional racism exists. Better ways.","Weird because I love Sarah and every thing she and This American Life does. This just doesn’t go anywhere - it keeps investigating allegations and falling short, then discussing how it falls short. That’s the whole podcast, + reinforcing the fact that institutional racism exists. Better ways."
355,RickKane,20210428T162640,2,First 2 Seasons Are Worthwhile,"After the first two seasons which were though provoking, it's fallen trap to the racial misgivings of woke variety. We get it, white people are racist, systematic racism is everywhere and all that yarn. A return to interesting storytelling would be greatly warranted.","After the first two seasons which were though provoking, it's fallen trap to the racial misgivings of woke variety.  We get it, white people are racist, systematic racism is everywhere and all that yarn.  A return to interesting storytelling would be greatly warranted."
356,Jena265,20210428T142110,1,Sarah. You Missed An Important Point,In NC elections are a blood sport.,In NC elections are a blood sport.
358,FarrahFawcetto,20210427T055550,1,Typical Liberal Blabber And Fluff,"Same ole liberal story, Muslim good and if you think otherwise, then you are a RACIST, she even throws Asians and blacks under the bus to try and sway opinions for a convicted murderer... because, after all, he's Muslim.","Same ole liberal story, Muslim good and if you think otherwise, then you are a RACIST, she even throws Asians and blacks under the bus to try and sway opinions for a convicted murderer... because, after all, he’s Muslim."
359,Wolverline,20210426T044619,1,Nope,It doesn't hit the core issue. Very supercilious.,It doesn’t hit the core issue. Very supercilious.
363,sw1008,20210421T111001,1,Bad,"What happened to this show? Used to be good, now it's just racist opinion about the conspiracy theory of systemic racism.","What happened to this show? Used to be good, now it’s just racist opinion about the conspiracy theory of systemic racism."
364,Beetattoo,20210420T172827,1,Sarah Is A Weirdo,Not sure why this is dubbed the top of TrueCrime podcasts. Check out West Cork or Criminal. Lots of things to listen to in this genre. Skip it.,Not sure why this is dubbed the top of TrueCrime podcasts. Check out West Cork or Criminal. Lots of things to listen to in this genre. Skip it.
370,racistbs,20210410T224617,1,Racist!,This is so racist! So tired.,This is so racist! So tired.
371,Nickernation,20210410T155724,1,Complete Trash!,Don't listen to this. It's a waste of time.,Don’t listen to this. It’s a waste of time.
372,Josh Wine,20210410T041211,1,Great....... Until,Great podcast. Until I was told repeatedly how horrible I am. Over and over and over and over and over and over......,Great podcast. Until I was told repeatedly how horrible I am. Over and over and over and over and over and over......
374,pbtu,20210408T202246,1,Bias And Racist,"This podcast is so so so biased and gives a platform to a very racist woman who calls anyone with a difference of opinions a racist while also saying things like ""every white person I don't like looks the same"" and has created a hate group against other podcasters simply because they don't believe that same thing she does. In the face of #stopasianhate can we really be supporting a podcast and it's hosts who profit off the murder of an Asian woman while defending her murderer who will never get out of jail?",This podcast is so so so biased and gives a platform to a very racist woman who calls anyone with a difference of opinions a racist while also saying things like “every white person I don’t like looks the same” and has created a hate group against other podcasters simply because they don’t believe that same thing she does. In the face of #stopasianhate can we really be supporting a podcast and it’s hosts who profit off the murder of an Asian woman while defending her murderer who will never get out of jail?
376,jessicaBlair88,20210401T181016,1,Wish I Could Give Zero Stars,How is this a podcast?! Pure trash and one sided.,How is this a podcast?! Pure trash and one sided.
378,Odd time,20210401T115726,1,Nope,I don't need lectures. Big miss.,I don’t need lectures. Big miss.
379,AmylvsS&S,20210331T230812,1,Racist Host,Unfollowing due to the racist and prejudice host.,Unfollowing due to the racist and prejudice host.
381,Dimichjohn,20210331T225355,1,I Meant To Give A 3,Hate her voice and such a biased Podcast! It's painful!,Hate her voice and such a biased Podcast! It’s painful!
382,voxx1122,20210331T001158,1,Fall From Grace,"Season one is one of the pioneers of true crime podcast thing. They put it on the map and for that they get one star. Otherwise the Socio activism that proceeds the first season is without question the most tangible and discouraging fall from grace in almost any pioneering broadcast. By and large, people listen to podcasts as an escape from the constant barrage of polarizing political journalism thrust at them from every angle. Cereal has shamelessly joined in on using what should be unbiased journalism to champion activist propaganda.","Season one is one of the pioneers of true crime podcast thing. They put it on the map and for that they get one star. Otherwise the Socio activism that proceeds the first season is without question the most tangible and discouraging fall from grace in almost any pioneering broadcast. By and large, people listen to podcasts as an escape from the constant barrage of polarizing political journalism thrust at them from every angle. Cereal has shamelessly joined in on using what should be unbiased journalism to champion activist propaganda."
383,Ga mom of 5,20210330T232235,1,Why Get Political?,"Ugh. Had to add some crap to make you look ""woke""....stick to muder mysteries. That's what we came for. Leave that other garbage alone. Get enough of that ish on Twitter. Leave it there.",Ugh. Had to add some crap to make you look “woke”....stick to muder mysteries. That’s what we came for. Leave that other garbage alone. Get enough of that ish on Twitter. Leave it there.
386,molly2917261948,20210330T145229,2,Disappointed,Shouldn't be called serial anymore. Sarah Koenigs lovely dulcet tone was what made the show good to begin with. Really disappointed to see another season posted with the new host with such a grating voice,Shouldn’t be called serial anymore. Sarah Koenigs lovely dulcet tone was what made the show good to begin with. Really disappointed to see another season posted with the new host with such a grating voice
388,Pread198860,20210329T205235,1,What Happened...,This podcast used to be about murders and abductions and following a plot of a killer. Now it's a lecture on being a better white person...,This podcast used to be about murders and abductions and following a plot of a killer. Now it’s a lecture on being a better white person...
392,jp8543,20210317T023807,1,Don'T Bother Listening After Season 1,"Season 1 is amazing. Couldn't stop listening it was so good! The details of the case were fascinating. Every other season is garbage. Slow and boring and the last one was particularly political. If you're looking for something change of pace, listen to season 1 and then find another podcast.","Season 1 is amazing. Couldn’t stop listening it was so good! The details of the case were fascinating. Every other season is garbage. Slow and boring and the last one was particularly political. If you’re looking for something change of pace, listen to season 1 and then find another podcast."
393,Xxxx332222,20210316T135014,1,What Crap,Crap!,Crap!!!!!
395,F4Dawg,20210315T195008,2,White Guilt,"This liberal stupid person has no idea what it is really like having children. Getting your kid a good education is not a science experiment or a sociology trial. It is literally life and death for some kids. I venture to say this woman speaks one thing in order to ""change the world"" and will then put her kid in the best situation possible to help them succeed. If she doesn't, she is basically a DUMB and UNCARING parent!","This liberal stupid person has no idea what it is really like having children.  Getting your kid a good education is not a science experiment or a sociology trial.  It is literally life and death for some kids.  I venture to say this woman speaks one thing in order to “change the world” and will then put her kid in the best situation possible to help them succeed.  If she doesn’t, she is basically a DUMB and UNCARING parent!"
398,RyroDrum,20210314T181953,1,Sjw Alert!,Latest season is Garbage.,Latest season is Garbage.
399,ladystardust19,20210312T142821,1,Racist,This woman's voice is dripping with disdain for humans in Season 4 in my opinion. No thanks. That does not help anyone.,This woman’s voice is dripping with disdain for humans in Season 4 in my opinion. No thanks.  That does not help anyone.
402,Vanilla Thunder Man,20210306T061255,1,Shocking!,"All these people saying it's racist don't understand that they're following it up with an edgy podcast called Nice Black Parents. Then the whole podcast team gets cancelled for using the word ""black."" Also for using the word ""parents."" And most likely, for reasons known only to the ""always-projecting"" Left, for using the word ""nice."" Another piece of work from a far leftist who is a racist. I can *hardly* believe it...","All these people saying it’s racist don’t understand that they’re following it up with an edgy podcast called Nice Black Parents. Then the whole podcast team gets cancelled for using the word “black.” 

Also for using the word “parents.”

And most likely, for reasons known only to the “always-projecting” Left, for using the word “nice.”

Another piece of work from a far leftist who is a racist. I can *hardly* believe it..."
410,minkayogi02,20210223T130310,1,Race Baiter,This pod use to be good and now she is just a race baiter,This pod use to be good and now she is just a race baiter
413,SOTFWRS,20210220T195819,1,Nice White Parents.,If you want to listen to whining then this ones for you.,If you want to listen to whining then this ones for you.
415,Flyover Monkey,20210219T160117,1,Propaganda,Pure propaganda.... silly and shallow to the utter core. First rule of a podcast.... engaged the listener. Sounder more like a conversation at the NYTimes break room. Nonsense.,Pure propaganda.... silly and shallow to the utter core. First rule of a podcast.... engaged the listener. Sounder more like a conversation at the NYTimes break room. Nonsense.
417,Mack50lp,20210218T054730,2,Help,"Serial is great and informative except Nice White Parents. It draws illogical conclusions and is very narrow minded. The entire time all I could think was ""when you are a hammer, you see everything as a nail."" Other series are really good and really well done. Hopefully the next series will be back up to standard.","Serial is great and informative except Nice White Parents. It draws illogical conclusions and is very narrow minded. The entire time all I could think was “when you are a hammer, you see everything as a nail.”

Other series are really good and really well done. Hopefully the next series will be back up to standard."
418,dr.witchywife,20210217T234800,1,Eh,Not my cup of tea,Not my cup of tea
421,legal scholar,20210212T225110,1,Drivel,"I told all my friends how great this podcast is. Nice white people has so many things that are just dumb, it shouldn't be next to the great journalism of Sarah's. Now I find myself defending my recommendation. Uggh","I told all my friends how great this podcast is. Nice white people has so many things that are just dumb, it shouldn’t be next to the great journalism of Sarah’s. Now I find myself defending my recommendation. Uggh"
422,Jvas78,20210212T022109,1,Racist,"Completely racist and trying to push white guilt. Serial started great, this one, season 4, is a hard pass.","Completely racist and trying to push white guilt.  Serial started great, this one, season 4, is a hard pass."
425,pinkrlr,20210210T052852,1,Great To... Not,Season one is incredible. Never seen any entertainment medium go from amazing to terrible like this.,Season one is incredible. Never seen any entertainment medium go from amazing to terrible like this.
426,Listener9090,20210209T175203,1,Horrible,Just terrible in every way,Just terrible in every way
427,Debby31201,20210208T201431,1,Just Keeps Going Downhill,"Liked the first two seasons. The third though, just a biased piece of what they call journalism do yourself a favor and don't waste your time Update: Decided to try and listen to season 4 and I couldn't make it past the first 2 episodes. Here's to hoping season 5 is better","Liked the first two seasons. The third though, just a biased piece of what they call journalism do yourself a favor and don’t waste your time
Update: Decided to try and listen to season 4 and I couldn’t make it past the first 2 episodes. Here’s to hoping season 5 is better"
428,ssweet03,20210208T161451,1,Was Going To Listen,I wanted to start this podcast but seeing everyone call it racist has me moving on to the next. Hopefully they'll take the feedback and do better!,I wanted to start this podcast but seeing everyone call it racist has me moving on to the next. Hopefully they’ll take the feedback and do better!
429,Erin 0913,20210206T130725,1,Racist,This podcast is racist. One sided and exactly what's wrong with society,This podcast is racist. One sided and exactly what’s wrong with society
432,Blorpal,20210205T172048,1,Should Have Started A New Podcast,Seems like it has gone off the rails since the first two seasons,Seems like it has gone off the rails since the first two seasons
433,t19801980!,20210204T042438,1,Good Start Ends With Racism.,Season one good. Last season racist.,Season one good. Last season racist.
434,listennrun,20210130T161248,2,First Two Seasons Are Fabulous,But season 3 and 4 are not worth the time,But season 3 & 4 are not worth the time
437,Lisasueann,20210124T045946,1,Racism Goes Both Ways,Season one? Excellent. 2 and 3? Don't waste your time. Season 4? Completely biased and racist. This is one of the worst podcasts (trying so hard to implement white guilt) that I've ever heard. I have no white guilt nor should I. You should be ashamed.,Season one? Excellent. 2 & 3? Don’t waste your time. Season 4? Completely biased and racist. This is one of the worst podcasts (trying so hard to implement white guilt) that I’ve ever heard. I have no white guilt nor should I. You should be ashamed.
441,mmmsophisticatedmama,20210106T001643,1,Quit After Season 1,"Binge season one with a big ole spoon. Take or leave seasons 2 and 3 due to the ""meh"" nature of the stories. Season 4? I won't even listen to racist drivel.",Binge season one with a big ole spoon. Take or leave seasons 2 and 3 due to the “meh” nature of the stories. Season 4? I won’t even listen to racist drivel.
442,Too95nie,20210105T175339,1,Biased Viewpoint.,"Too bad you couldn't truly report without bias. Too bad you couldn't see all students were lifted and education levels improved for all. Too bad all you could see were white people wanting to improve education, all children's education, not just people of color. I would have to say this series was the most biased perspective on any subject I have seen. I usually enjoy Serial; not this time","Too bad you couldn’t truly report without bias. Too bad you couldn’t see all students were lifted and education levels improved for all. Too bad all you could see were white people wanting to improve education, all children’s education, not just people of color. I would have to say this series was the most biased perspective on any subject I have seen. I usually enjoy Serial; not this time"
443,tjdavell,20210104T182428,1,White Guilt,"Hoping to learn something and as I completed the final episode, I became annoyed and angered by the amount of white guilt that was poured into the last few minutes. Shameful.","Hoping to learn something and as I completed the final episode, I became annoyed and angered by the amount of white guilt that was poured into the last few minutes. Shameful."
447,J explorer,20210102T035636,1,Started Strong...,However the latest season is pure virtue signaling garbage. She really needs to grow her emotional intelligence...,However the latest season is pure virtue signaling garbage. She really needs to grow her emotional intelligence...
448,Warlord565956,20210101T185429,1,Crap,This is anti racist woke crap. America does not agree with this.,This is anti racist woke crap. America does not agree with this.
452,Xxmandy,20201221T035931,1,Ugh...,First 2 seasons were amazing! But like many others the next one fell flat and I stopped listening. It seems like the podcast was going in one direction and then completely shifted to try and be relevant to today's struggles. I wish the direction and goal hadn't shifted.,First 2 seasons were amazing! But like many others the next one fell flat and I stopped listening. It seems like the podcast was going in one direction and then completely shifted to try and be relevant to today’s struggles. I wish the direction and goal hadn’t shifted.
453,Just say no 8877,20201219T184227,1,Season 3,Absolute garbage,Absolute garbage
456,Steelywheely,20201216T172946,1,One Hit Wonder,first season was great but politics had to take over and ruin this too,first season was great but politics had to take over and ruin this too
457,CitizenBat,20201216T151125,1,Terrible,"Adnan did it and will rot in prison for killing Hae Min Lee, who this podcast overlooks in favor of crying over killer adnan.","Adnan did it and will rot in prison for killing Hae Min Lee, who this podcast overlooks in favor of crying over killer adnan."
458,963369,20201215T182028,1,Racists Hiding As Journalists,"The first season started off very interesting. Good attempts at being in depth with facts, but author just uses the facts that support her narrative and dismisses any facts that do not support her thesis of the justice system is wrong. Second season, again, is a interesting and entertaining premise, but the bashing of the justice system is broken and racist keeps getting in the way. Third season doesn't even try to hide the pure abhorrence of white people. A continuation of white people are evil and all other races are held back by no fault of their own. Not a real look at the issues. Just speaks of the facts that support the authors narrative.","The first season started off very interesting.  Good attempts at being in depth with facts, but author just uses the facts that support her narrative and dismisses any facts that do not support her thesis of the justice system is wrong.  Second season, again, is a interesting and entertaining premise, but the bashing of the justice system is broken and racist keeps getting in the way.  Third season doesn't even try to hide the pure abhorrence of white people.  A continuation of white people are evil and all other races are held back by no fault of their own.  Not a real look at the issues.  Just  speaks of the facts that support the authors narrative."
459,John:sign_of_the_horns:,20201215T071454,1,I Used To Like This Podcast,"Listened to season 1 as a kid. Thought it was great. Come back for a second listen and noticed how much the author shaped the narrative. Do yourself a favor and look at the facts of the case instead of buying into this propaganda. ""Nice White Parents"" should pretty much give you an idea of how low-brow the production team/narrator are.",Listened to season 1 as a kid. Thought it was great. Come back for a second listen and noticed how much the author shaped the narrative. Do yourself a favor and look at the facts of the case instead of buying into this propaganda. “Nice White Parents” should pretty much give you an idea of how low-brow the production team/narrator are.
461,teddy66,20201215T041303,1,Typical,"As a liberal, it's exhausting to listen to these bigoted woke leftists reduce immensely complicated issues into simplistic (and racist) solutions. Avoid if your IQ is three digits.","As a liberal, it’s exhausting to listen to these bigoted woke leftists reduce immensely complicated issues into simplistic (and racist) solutions.  Avoid if your IQ is three digits."
462,Nnulton,20201215T021110,1,Dumb White Host,Seriously? I made my way into episode two before I had to stop listening. The host makes derogatory comments about white people. Terrible journalism!,Seriously? I made my way into episode two before I had to stop listening. The host makes derogatory comments about white people. Terrible journalism!
463,gschmittmusic,20201212T010709,1,"""Nice White Parents"" Is Utterly Tone-Deaf About Education","I - an educator in an international school that serves primarily underprivileged children - was excited to hear this in-depth report on a school in Brooklyn with a changing demographic. From the start, the narrator clumsily and self-righteously seems to mix up ""international"" schools, the ""international baccalaureate organization"" and bilingual education; all in the spirit of some weak metaphor about gentrification being extended into a school's context and the evil of the mighty dollar. She paints the Puerto Rican parents as bumbling, unsophisticated victims of sneaky, white, self-interested rich liberals. This whole premise is a mess and it's self-serving for the sensationalist, clueless ""journalist"" who put it together. This person should not be writing about education. She doesn't understand it.","I - an educator in an international school that serves primarily underprivileged children - was excited to hear this in-depth report on a school in Brooklyn with a changing demographic.

From the start, the narrator clumsily and self-righteously seems to mix up “international” schools, the “international baccalaureate organization” and bilingual education; all in the spirit of some weak metaphor about gentrification being extended into a school’s context and the evil of the mighty dollar.

She paints the Puerto Rican parents as bumbling, unsophisticated victims of sneaky, white, self-interested rich liberals.

This whole premise is a mess and it’s self-serving for the sensationalist, clueless “journalist” who put it together. This person should not be writing about education. She doesn’t understand it."
464,jremy69,20201210T094131,1,Yikes,"This is cringeworthy at its finest. Super sad they went for attention grabbing. Season one was great . All down hill from then . Listen to something better like, nails on a chalkboard.","This is cringeworthy at its finest. Super sad they went for attention grabbing. Season one was great . All down hill from then . Listen to something better like, nails on a chalkboard."
466,Zombie Tombie,20201209T042326,1,Arrgghh,Started off fine. Then comes the horrible white people routine. So ignorant and dangerous,"Started off fine. Then comes the horrible white people routine.
  So ignorant and dangerous"
468,hispanicwoman,20201205T232358,1,Pushing Anti-Racism,"I loved the first two seasons of serial but pushing the whole ""everyone is racist"" and ""white people are the problem"" is dangerous and disingenuous. Don't recommend.",I loved the first two seasons of serial but pushing the whole “everyone is racist” and “white people are the problem” is dangerous and disingenuous. Don’t recommend.
471,Oneraidernation,20201201T193902,1,Awful.,"Considering how good the first season was, it's incredible how bad this show has become.","Considering how good the first season was, it’s incredible how bad this show has become."
479,Josh whoa,20201114T041726,1,A Turn For The Worse,"I absolutely loved the first three seasons of this show, however with season four you've lost a listener forever. They're seriously making the case that the problem with inadequate education in certain areas is the fault of and I quote ""white parents"". They went full ""woke"" with this one guys. They live in an echo chamber where racism is the causation behind every issue in America.","I absolutely loved the first three seasons of this show, however with season four you’ve lost a listener forever. They’re seriously making the case that the problem with inadequate education in certain areas is the fault of and I quote “white parents”. They went full “woke” with this one guys. They live in an echo chamber where racism is the causation behind every issue in America."
482,CyberCodingBob,20201110T003843,2,Typical Nyers,"The creator needs to get out of NYC more often. There are a number of places in the US that figured out this problem 30 years ago. The lottery system is a disaster. My school district went to that when I was a kid and you could be bussed two hours to get to school. They obviously dropped that. Also, it is a disservice to let a 9 yo distract an entire class because it's equitable.","The creator needs to get out of NYC more often.  There are a number of places in the US that figured out this problem 30 years ago. The lottery system is a disaster.  My school district went to that when I was a kid and you could be bussed two hours to get to school. They obviously dropped that.  Also, it is a disservice to let a 9 yo distract an entire class because it’s equitable."
488,Gangstar fan,20201030T101332,2,From Her First To Her Last (5Th),It's way too subjective... she has extreme bias towards what pushes her agenda... it isn't fair the way the displays the people she records is only to emphasis her point... she cuts off the interviews early for people who would make the average listener think twice due to their personal speech... this podcast is so good if you love fiction... because none of this is non fiction unless she changes the way she directs her own story by herself,It’s way too subjective... she has extreme bias towards what pushes her agenda... it isn’t fair the way the displays the people she records is only to emphasis her point... she cuts off the interviews early for people who would make the average listener think twice due to their personal speech... this podcast is so good if you love fiction... because none of this is non fiction unless she changes the way she directs her own story by herself
489,Luna LoveLadyGood xxX,20201029T154352,1,Disappointed,"After listening to this podcast and getting very angry because of the details left out it's very easy to judge from your tower of ivory. Especially at the end, you have 3 white ladies getting into the head of a 17 year old middle eastern boy without actually knowing how it feels to be that. I'm not going to rant even though I want to, all I will say is listen to Crime Junkies episode on adnan syed. I promise if you think he's guilty you won't after that. How convenient to leave out evidence that clearly proves it wasn't him.","After listening to this podcast and getting very angry because of the details left out it’s very easy to judge from your tower of ivory. Especially at the end, you have 3 white ladies getting into the head of a 17 year old middle eastern boy without actually knowing how it feels to be that. I’m not going to rant even though I want to, all I will say is listen to Crime Junkies episode on adnan syed. I promise if you think he’s guilty you won’t after that. How convenient to leave out evidence that clearly proves it wasn’t him."
491,Lee Geranios,20201029T133411,1,Hatred Of White People,Let me guess. You're a leftist Jew.,Let me guess.  You’re a leftist Jew.
494,BrandiO19,20201022T155601,1,Seriously?,This was the most ridiculous podcast.It's ludicrous to think that people who want to donate money to one school should have to spread it across the city. I'm not going to fundraisers at my child school going to book fairs or donating things to the school to get spread across my entire city.I have never seen blaming so bad because other people don't want to put effort into fundraising for what they want in their children's school.,This was the most ridiculous podcast.It’s ludicrous to think that people who want to donate money to one school should have to spread it across the city. I’m not going to fundraisers at my child school going to book fairs or donating things to the school to get spread across my entire city.I have never seen blaming so bad because other people don’t want to put effort into fundraising for what they want in their children’s school.
499,Bschora,20201020T012912,1,Nice White Parents...,Hmm. Snoozer. It's just not for me. All the other seasons were great. What happened? —-,"Hmm.  Snoozer.
It’s just not for me.  All the other seasons were great.  What happened?
—-"
502,ADRIANKSA,20201017T221021,2,Biased,It seems like everyone is innocent to her. Regardless of the evidence. Great voice.,It seems like everyone is innocent to her. Regardless of the evidence. Great voice.
