comment	replies
This was such a waste of my time.	[]
6:22: This is incredibly generic advice on Amoruso's part! :D	[]
"A lot of today’s ‘girl bosses’ aren’t winning in life, they’re just surviving. Or these girl bosses have husbands who make the real money and they are just doing little projects and posting them on Insta! 
Or they say they are entrepreneurs  but that’s code word for unemployment. ‘Side hustles’ is today’s way of saying a second job. So many people on social media lack credibility with the advice they provide."	['Exactly! Ive been thinking about this because I want to quit my job and start my own business but Im afraid of giving up a stable income for a constant hustle or multiple side gigs.', 'Shelby Steele get your business going BEFORE you quit', 'Thank you']
Ummm... did you even watch Devil Wears Prada?	[]
👏👏👏👏👏👏👏	[]
LOVE Lindsay here! My favorite channels together	[]
Fatal Attraction 🙌🏽... available on Hulu	[]
This was so interesting to watch!! I'm looking forward to the rest of this series!	[]
LOVED THIS VIDEO!!!!!!!! Very enlightening. I've been getting hit with such amazing content since the new year and TFD always delivers.	[]
I feel like this video is missing a good takeaway. Yes, the term is problematic. And...?	['feel the same way.', 'Yes. I am trying hard to draw conclusions from the video and I failed']
I'd love to see those management and job progression stats broken out into age groups and the age groups of those in charge. I'd love to know if this trend weakening with more progressive generations that might veiw women differently than those that were in charge of our business institutions when boomers where on the rise.	[]
She got me at the end	[]
"""With Lindsay Ellis""
Me: *GAAAHHSP* OMGGGG!!!!"	[]
This is the best thing to happen to YouTube since Lindsey’s video on GoT 🔥🔥🔥	[]
Wow so accurate	[]
Oh I love this!!! It's my thoughts worded perfectly! Never even understood why we can't just call ourself a boss, but need to keep the girl (not even woman!!) in. Ugh.	"['i also find it infantile to call yourself a ""girlBoss"" What are we ? 5?']"
"Damn, I was on board until she took a turn down ""intersectionality lane"" and started demanding that ""capitalism"" give a CEO position to LGBT, trans,  underprivileged women as if society owes it to them. Ugh."	[]
There you are, Lindsay!	[]
I am a white Canadian mom.  When I think of who is probably the best balance of what a true Girl Boss ought to be...I think of Michelle Obama.  She can probably run a country, stay on budget, make dinner and remind us to brush our teeth...while touching up her hair after her daily workout.  I was once told if I wanted to succeed, don’t marry, don’t have kids.  In the current reality, those things are the trade offs.	[]
Where are these under-performing male paternal figures? We gotta hunt them down and have a vigorous discussion about how they can contribute their full potential to their familial relationships.	[]
"This was awesome! One great example of embracing the new feminist boss in media is the show, ""The Bold Type."" They always talk about these dynamics and I love how the characters explore the issues without claiming to know all the answers."	[]
Loved this video and the examples used, I couldn't help but nod my head throughout.	[]
Thumbs down for the gender studies class terminology.	[]
I just discovered and subscribed to Lindsay a couple of weeks ago. I'm delighted to see her on FD this month.	[]
This was an awesome, well rounded discussion...and kudos for doing your research on Living Single/Half n Half...I always looked up to Maxime growing up (binge watching asap)	[]
This video is so important!!!!	[]
👑	[]
I want to be successful but I also want a normal life to be a mom someday, n I genuinely feel like I could be able to do both. Hope anyone wanting this too gets to as well some day💖	[]
Interesting thoughts. Since the term was coined by a vintage clothing online seller,  and I think, as a fellow online vintage seller myself, the term has become fun, endearing, and inspirational for me & many of us in the reseller community, as we can see how Sophia built something big, at doing what we do. I always felt the term applies to us, and I don’t think about it in any other context.	[]
I slammed that like button when Lindsay brought up how women now work as much as men, but are still doing most of the child rearing and unpaid household labor.	"[""It's *your* fault for not beating your boyfriend/husband every time he slacks off."", 'Emm... no?\n\n\nThe pay gap exists precisely because women work less hours than men\n\n\nAnd women are the primary receivers of welfare on account of children, society has several safety nets for women precisely because of childcare \n\n\nAlso, werent ""Strong &independent"" women refusing or delaying childbirth?\n\n\nWomen have decreased their traditional maternal duties but still receive the traditional maternal benefits, and men also do house chores now and we can tell they are not really hard, but lower marriage and childbirth rates means they are doing work and house chores for themselves, thats just regular self responsibility and has nothing to do with gender', 'Well ya big surprise there', ""@@GinHindew110 women work less hours because the do more house chores, according to statistic data in this video. Gender shouldn't matter there, yet it still does. (Althoug I do think it's a personal life choice. I work two jobs and my house is a mess, but both me and my bf live in a mess and just don't care most of the time. He cooks sometimes because he likes to cook, I prefer to eat out or to make a very simple quick dish).\nAlso, how do women receive maternal benefits when they decide to not have children or delaying childbirth? In that case they just work as much as men and don't have any additional benefits."", '@@banu0245 most women work less hours because of kids.']"
This is exactly what bothers me about gone with the wind too	[]
I love that you mentioned characters from Insecure and Living Single!	[]
"I was so shocked to find out that Half and Half was in the same universe as Living Single 

I was like nice Maxine and Kratos"	[]
I'm so glad we get to hear from Lindsay and this video was a fantastic start (and twist!) for the host change in TFD. The topic was amazing and so well addressed. More please! :D	[]
Thank you for bringing Livng Single into this. I feel seen.	[]
Cannot like this enough. I love the ending where you discuss human behavior in capitalism aka dehumanizing others by “stepping on” them to get ahead in your individual career and also love that you talk about how individualistic girlboss culture is.	[]
Since so much of the care-work is done by women, you usually won't find a sucessful woman with children. Angela Merkel would never had made it to the top if she had children to care for.	[]
I have been listening to Lindsay for a while now. I actually discovered her on The Financial Diet.  Happy to see you on this channel Lindsay! Looking forward to seeing more.	[]
My biggest problem with #girlboss is how forced on women it seems. I don’t really want to be an entrepreneur or high earner, yet I constantly question this because of how much it’s trending.	"['Bre Thinks I don’t think the #girlboss thing was made to make all women feel like they have to be entrepreneurs/high earners, I think it was made to empower those who want to be and remind us that it’s possible', 'GlamGoddes101 I agree that it wasn’t the intention of #girlboss but it does seem like a result.', '@@GlamGoddes101 I disagree, I think that\'s entirely the message - in precise parallel to the model of ""success"" presented to men, but with added, um, issues.\nThe entire value system of capitalism is about rising up in the hierarchy of money, power, ""success."" This justifies the position of those in power as being, of course, the result of their being ""successful"" at whatever they did that got them there in the first place (never mind that in the vast majority of cases, it was successfully being born to a family with pre-existing wealth/power).\nThe entire point of ""aspirational"" messaging is not about ""empowering"" the viewer to rise in the hierarchy; it is the nature of hierarchies that the number of available positions on the higher levels is much smaller than on the lower, so there\'s only so many people who can be realistically ""empowered"" under any circumstances. Rather it\'s to keep us clawing and competing against each other for those limited spots, accepting the narrative that ""success"" is correlated with ""merit,"" and above all else never questioning the hierarchical arrangement in the first place.', '@@dwc1964 exactly!', ""Thank you well said. Like there so many people who don't really want to become rich but they want the attention or can't think for themselves. Its okay if you don't have the same dreams as someone else be genuine to you and what makes you happy. Just buy a house or land and live life how you want to. Geez everybody think they want to become rich and wealthy but don't know why.""]"
"I loved that you referenced Molly's character from ""Insecure""."	[]
I'm seeing Lindsay fucking everywhere and I love it	[]
One of my fave youtubers on my favorite channel?? Thank you Queens	[]
People needs to stop with that lame ass friends nostalgia and get on Living Single, the original.	[]
Made in Dagenam had a better portrayal	[]
Ooh! A collaboration between two of my favorite channels.	[]
No mention of Hilary Clinton? When I think of a real life girl boss other than Anna Wintour I think of Hilary....oh yeah and Oprah...hey most of the examples were of fictitious shows.	[]
Great content! Love the research and clear points. Go Lindsay!	[]
"Living Single has a spin-off called ""Half and Half""!? WHY AM I JUST LEARNING ABOUT THIS! I NEED TO SPEAK TO THE MANAGER!"	"['""Ok Karen, calm down. He\'s on his way...even though he\'s going to tell you the same thing 😒""\n\nLol', '@@marij5589 Brilliant!']"
Love the video! Adore Lindsay! But can we talk about the mug?? Where can I get one? <3 <3 :D	[]
“these sure are....a thing” 😭😭😭 right	[]
"In Germany, a high ranking politician recently appionted only men into his new department. When questionned about this, he said ""I picked the most compenent candidates"" and many people actually believed him.
This sententiment of women=incompetent is such a cancer for society."	[]
I love that everywhere I turn now I see Lindsey Ellis. No, really. I love it! Keep it up! I crave your work	[]
This was great! I'm happy to see this girlboss issue addressed. It's not the kind of career success I want for myself, even though I have ambition. Let's build a better, cooler blueprint for ourselves!	[]
Yay Lindsay!	[]
Sounds offtopic, but this is why I hated the ending of Star Wars Ep IX...	[]
A very sober analysis that addresses the issue that many people have been ignoring. Big thanks for this video!	[]
Yay!	[]
"Lindsay Ellis on TFD? 
WHAAAAT
YAS YAS YAAAAAAAAS (I haven't even watched it yet, but omg im so excited)"	[]
"Sees Lindsay Ellis: likes before watching 💛
Excellent take on this trend! I love Lindsay as much as I love Chelsea."	[]
Awesome it's nice to see a new face on TFD! There is a fine balance between balancing career and family. I remember I had a female boss who was also head of department in a male dominated job who was a demon, everyone hated her and the men resented her	[]
Yay Lindsey Ellis!!	[]
sad we’re getting less Chelsea, but love Lindsay’s new show!	[]
Keep that girl boss agenda on the hush otherwise you will attract mostly feminine let’s-split-the-bill type of men. Keep your goals to yourself and work in silence. Otherwise be old and lonely, or with a feminine man that could never protect you like nature intended. Idk who needs to hear this, but it’s ok to not always be so independent	[]
Lindsey always delivers. So glad we're going to get her on this channel for a bit!	[]
"WhY aReNt ThErE mOrE wOmEn CeOs. 

Peak capitalist feminist America."	[]
Great start to the series!! Lindsay is so good.	[]
I like it! Lindsay's style reminds me of Daniel O Brien from Cracked.com	[]
I wish there was closed captioning for these vids. Still a very informative video, thank you	[]
This was awesome! I'm glad this called out capitalism and white patriarchal supremacy in a way that was concise and made a lot of sense. Not what I was expecting when I clicked on the video but I am SO pleasantly surprised! Will be reading Ellis' book soon.	[]
I love living single - Khadijah was the epitome of everything to me. I didn’t know half and half was a spin off.	[]
I love seeing Lindsay here!!	[]
Somehow this video led me to buy Awoken	[]
Lindsay Ellis!	[]
yes, yes to the Living Single reference 👌🏾	[]
Woohoo! Looking forward to this series Lindsay, love you girl!	[]
Beyond impressed you referenced Living Single and that minority women were included in your very well-delivered discussion. Keep it coming 😊	"['Yes!! I was pleasantly surprised.', '+', 'Thank you for your feedback !', 'I completely agree @Hey Kita Hey! That was a pleasant and much needed surprise!', 'Agreed.\n\nAlso, I did not know that Kyle and Maxine were in a spin-off. Now I have to find ""Half and Half""!']"
I love Lindsay E 💕✨ it’s crazy how I’m subbed to both of you guys ✨	[]
What an epic colab!	[]
"You may some really great points. Thank you. 

But Omg truly. Stop it with the cisgendered, heteronormative bullshittery. Please talk about the MANY ways women have responsibilities,  and demands and hopes and needs OUTSIDE of career that REALLY matter to them. Quite outside any issues about ‘the patriarchy’ [TM!]. 
Men. Don’t. Birth. Children.  Really, they don’t. 
It makes a fucking difference."	['My Nontraditional Life trans is EVERYWHERE. All out of proportion to their actual numbers; to the point where we now have young people  choosing to ‘transition’ prematurely and because of gender dysphoria and other psychological issues; and those who ‘transitioned’ and are now deeply regretting their physical mutilations, etc etc. The notion that trans people are under-represented today is risible. It’s an overhyped and frankly barely understood phenomenon which has become a clichéd cultural cause celebre, and threatens to lead vulnerable young people deeply astray. \nLike I said....can the cisgendered nonsense when dealing with the issue of women’s issues in the workforce. It’s not. relevant.']
OMG ! This is a dream !!	[]
Love this so much! I love to support women but i hate to see women trying to play life in the way men-built-extreme capitalist-groups of power have been doing by stepping on everyone, i mean im not going to judge them because we are all trying to make our way through life somehow, but i would love to see it happen in a much more “feminine” manner, meaning being softer and more thoughtful and embarrassing all this good characteristics of “women” also i do kinda hate the you have to be professionally successful or rich to have a good life, it’s pretty toxic...	"['@@MyNontraditionalLife yeah i know thats why i used "" "" in feminine and women']"
"I know there are a million comments about this but THANK YOU for the diversity of this topic by simply including characters that don’t all look the same. Especially since I can tell it was thoughtfully done and not just thrown in for cool points. 

Anyone who can make a Living Single reference is alright with me 😊"	[]
So many great shows and movies mentioned, I wanna watch now!!	[]
I just loved it! I'm sharing it with all my friends! This month if off to an amazing start! Welcome Lindsay and thanks!	[]
Beautiful piece!	[]
Thats great content. You're doing great. Look forward seeig more from you.	[]
I feel like this is a crossover of some of my favorite YouTube shows, so cool. Also a great point!	[]
Maybe it's just me but I have never cared about the fact that my significant other made more money than me. Because what she makes, contributes to the house,that may be a bit collectivist but I'm a strong believer in the it takes a village mantra.	[]
#beagirlbosswhilealsodismantlingpatriarchalcapitalistpowerstructures	[]
Don't ever leave Lindsay	[]
I love your YouTube channel Lindsey	[]
Such a stupid pointless video	[]
Wait, hold up. Half &Half was a spin-off!?	[]
LINDAY ELLIS?????!!!! I'M LIVING	[]
Thank you!!!! 👏👏👏👏👏	[]
Chelsea replaced? Nope. It’s going to be a painful month , but I appreciate her presence and new perspective at TFD, the style is also very similar which is great, since it’s a “replacement” -for now.. good choice and Thank you for the content.	[]
Princess Weekes? The Mary Sue got in there, too?	[]
I think the fallacy in this video is super common. We hear over and over again that we can do career or family. But as someone who wants to delay family until later in life and also doesn't give a fuck about contributing to capitalism as a source of meaning, I felt excluded. Ladies, it's okay to love neither - there are so many other things to love in life! For me I've found so much fulfilment in starting my own vintage reselling business (hardly a career, more of a hobby), making art, and spending time with people I love. Your most fulfilled life might not look like that, but there are many boxes to check outside of kids or work. (Obviously I get that those things demand our time, just saying we don't have to make them our main focus of value)	[]
Cheers for the Living Single mention!😎🤩	[]
Thank you	[]
Love this! Great video and take on the term girl boss! I find the term cringe worthy!	[]
Women need to get out of the workforce asap. They're not suited for it emotionally, and worse it's cut wages in half. It takes two working parents to have the same level of household income only one parent did in the 70's, which is leaving children in the hands of babysitters, smart devices and worst of all the public school system. And that's not even mentioning the abysmal birthrates, too. Women on average, you're happier in the home! There's no shame in going back!	['are you an idiot? why are you blaming bringing women into workforce for cutting wages in half, this has no logical sense.']
YESSSS LINDSAY ELLIS! 🥰	[]
"The real question is, where can I watch Living Single?? Cuz that is the kind of media I am HERE FOR.

Also, Lindsey Ellis is fantastic. A+ collab!"	['Katie Behrens All episodes are in Hulu', 'Omg I wanna watch it', 'Katie Behrens it’s a great show!!! Enjoy!']
Something I think needs to be added to this conversation is the value of family! Capitalism has told us that you're only valuable if you're monetarily valued, but actually I think we need to fight that too. I'm a woman who one day would LOVE to stay home and be a Mum... I don't think that is less valuable than being a #girlboss.	"['SAME. It took losing my job and taking myself out of the ""rat race"" for a whole year to figure out my true priorities to realize all of this. I mean... I knew these things already conceptually, but it took being unemployed (not by MY choice) to finally drive home the message. I\'m hoping to start my own business, do that for a few years, prove to myself that I can start something on my own and be semi-successful at it (success as defined by MY metrics) and then figure out a way to be a stay at home mom (I\'m currently nannying to pay the bills until my business is up and running, but the mom I work for is also a stay at home mom who\'s using the time I""m there  with her kids to start her own businesses). How cool is that? No reason why we can\'t be worthy and valuable in all phases of our lives.', ""Mothers and teachers are ESSENTIAL for us as a species. The fact that teachers are so underpaid and motherhood isn't seen as a job at all is what needs to be fixed. The solution to this macho culture is education! Teach boys the value of women and to appreciate the importance of a balance between rationality and sentimentality in both men and women."", 'Amen.', ""Maybe not, but if you live in a capitalist society it is a precarious position to be in, one that society seems to be fine with women being in. Don't work, don't save, just trust that he won't leave you high and dry. The fastest growing demographic of the Australian homeless population are older women, many of whom had broken or limited work history and who never got to build financial independence."", 'Yes! feminism means supporting ANY decision that women want to choose for themselves - whether that’s to be a stay at home, to go far in their career, or both, or entrepreneurship. I don’t understand why some people think that women choosing to be stay at home moms is a bad thing, like that woman is choosing to do what she WANTS to do and I’ll support anyone who does what they know is best for themselves!']"
Always a fan of Lindsay Ellis! Very excited to see her series on TFD	[]
So awesome! I love Lindsay!! ❤️	[]
What is this? A CROSSOVER EPISODE?!?!?! I freaking LOVE this!! You're awesome everywhere, Lindsay!	[]
"Yaaaaaaaaaaaaaaaaaaay!
Lindsay!!"	[]
Love this video, super interesting! Thanks for sharing Chelsea :)	[]
I feel like we glossed over the opportunity gap created by childbirth. Women loose time in the workforce with pregnancy and childbirth, that is a big factor in losing out on promotions	"[""Indeed.  Until we as a society make it easier for women to be gone on a (generous) maternity leave and still have a job to step back into when its over, we're going to keep having this problem."", 'or women being overlooked for positions in the first place thanks to employers being ""afraid to invest in them"" because they will just get pregnant and leave.', ""@@thatjillgirl I feel sorry for all women in America if you have this kind of problems, I have stabile work and I know if I ever get pregnant I will have support from my company and my government, I will have maternity live and I can't stop working before childbirth on sick-live to prepare my self, I will get pay, My and my baby have free health care I don't have to pay to give birth or for anything, if I will not choose private. Also after maternity live I can come back to my job and my position will be waiting for me because pregnant women and mothers are protected by low."", ""@@klaudiaw8518 Not all women in America have this problem, but it is completely up to their employer, so some do.  Since there is no federally mandated minimum maternity leave, it is up to each employer how much they will offer, for how long, and to which employees.  Many of us do get some paid maternity leave, but some women aren't given any or they don't qualify because they aren't full time."", ""@Elizabeth D I agree that the father should have the opportunity to stay at home with the child if it's necessary like for example when the mother has to go back to work or she just make more money then him. I don't agree that both of parents should be at home while the child is still a baby, he is not needed, it's better for men to work, for his mental sake but doesn't mean that he shouldn't help with the baby when women are tired or just want a break. Going back to maternity leave in the USA, to have equal rights and equal opportunities for pregnant women Government should make a low that all companies will adapt.""]"
"Half and Half was a spin off of Living Single 🤔

Appreciate the representation. Thank you."	['That blew my mind! Lol', 'She’s white 😭 she at least tried', '@@thotcrimez4252 You might want to check who wrote this episode.', '@@thotcrimez4252 What does her being white have to do with anything. Half and Half was spin off of Living Single. Or at least in the same universe.']
Agee with much of this. Still think we could do with a lot less of the condescension and passive-aggressiveness on this channel.	[]
"One issue I have with this video is you're using a lot of TV shows and movies as examples of how things work in real life. Obviously that's not entirely wrong as media reflects life, but in many of those shows and movies what's actually being shown is the director/writer's vision, not what actually happens. 

Interesting video though, although it is not what I was expecting on TFD"	[]
I loved this! Can’t wait to see more.	[]
Can someone explain the thesis of this video essay? In the end you can or can't have it all? I feel stupid	"[""same, this video doesn't provide clear idea, so ot has no point"", ""@@LumosCreature ok, I'm glad someone feels the same way haha""]"
"California law is changing corporate board structure: https://www.sos.ca.gov/business-programs/women-boards/
Note: NO women existed on any public company boards when this law was enacted in 2018"	[]
This is very well researched!!	"[""That's Lindsay Ellis for you. She has a course on Skillshare about researching for videos.""]"
well-done!	[]
"Interesting point of view, but still leaning heavily on a lot of debunked facts. It's funny how people are now switching to ""Opportunity Gap"" now that the ""Wage Gap"" and ""Pink Tax"" have been thoroughly refuted for years.

Mentioning that women choose to take a stall in their careers in order to start or raise a family is important when talking about slower advancement. Pointing out that there are many more women in middle management rolls and management as a whole is also critical, while their are less women in both that upper CEO level AND in the lowest, bottom rung jobs. Recent studies show this is mostly intelligence driven; the average woman is more intelligent than the average man, the least intelligent men are less intelligent than the least intelligent females, but the smartest men tend to be more intelligent that the smartest females.

So you see exactly what you would expect. Men being the majority in the most unskilled, more labor focused jobs; women being the majority in mid-level jobs and most management positions, because both of those have lots of positions available. Then yes, men usually ""win out"" in those top of the food chain jobs because there are so few of them and its highly competitive, and there are more of them qualified enough for those jobs.

It's not an even playing field, but a meritocracy isn't supposed to be. We can try to do better on the springboard people start from, but people are going to turn out how they are, and there are biological factors to consider when you see who ends up where via macro trends.

Not saying the whole video is wrong or it's not worth watching/considering, but there seems to be an obvious slant/bias here."	"['A) where is the proof / source that men are peaking at higher IQ\nB) Success at a job is not really solely reliant on IQ.', ""@@munstergirl25 https://www.google.com/amp/s/theconversation.com/amp/study-of-1-6-million-grades-shows-little-gender-difference-in-maths-and-science-at-school-101242\n\nYou are correct on B. I don't have a particular source but the biggest contributing factors to job success seem to be Economic Privilige growing up and Luck.""]"
Interesting way to branch out the channel. I’m excited 😊	[]
lindsay on TFD for an entire month is like a dream I never knew I had come true!!	[]
I love Lindsay!!! 💞💞💞	[]
Whaaaa Lindsay Ellis on the Financial Diet! Was not expecting this when I clicked, what a great surprise!	[]
annnnnnndddd Lindsay Ellis does it again	[]
"I am usually very skeptical about the ""feminist"" approach, which most of the times seems to victimize women (saying that we are the victims because we do not have the same opportunities, even in those cases where we do) or to want to assert females over men rather than as peers, but I really liked this video. As Jordan Peterson says, studies proved that even when given the opportunity, less women took up leading jobs because we tend to have different expectations from life and different ideas of family compared to men: our instincts lead to nurture and care for others, but this should not mean that it is less valuable or useful in business, law or marketing. It is refreshing to see that there are alternatives, thank you."	[]
This is so good	[]
"LINDSAY SERIES?
I AM SHOOK"	[]
This was interesting!!	[]
"Lindsay: ""Hey guys, I'm Lindsay Ellis"" 
me: *liked* 

Seriously though, it's kinda tragic how any modern rich country can fall into the work vs. family dichotomy trap. As far as I have seen, the relationships and support you have in private are crucial to success if anything. So many even moderately successful women have the kind of supportive man behind them that can sadly be counted as extraordinary. Rich people pay to have housework done to save time. In my country, daycare became a major political issue in the 70's precisely because women can't usually work if it isn't available, and that's also a big reason to why split parental leave is so important. 

Few myths in the modern world are so dangerous as the one that one person can achieve anything on their own."	[]
One of my favorite representations of a girlboss in recent pop culture was the boss in The Bold Type. She was so realistic and clearly written by a woman. She had a family and was also invested in being a mentor to her employees. Love her! Miranda Priestly wishes.	['❣️ ❣️ ❣️ Word', '👍🏽👍🏽👍🏽', '👌👌', 'Yes! Well rounded and balanced.', 'All the woman in that show are amazing.']
Ooo, what a cool topic! I can't wait for more.	[]
So happy to see Lindsay on TFD again!	[]
open question: which series/movies portray a woman boss in a healthy way?	"['Jacqueline Carlyle from the Bold Type <3', 'Working Girl with Sigourney Weaver and Melanie Griffith and 9 to 5 with Lily Tomlin, Jane Fonda and Dolly Parton are two of my personal favorite examples. They\'re both movies from the 1980s, but feel very ahead of their time in terms of how they approach girlbossing. Working Girl really dives into how business is very patriarchy oriented, and sexism dominates the industry. Tess (Melanie Griffith) initially looks up to Katharine (Signourney Weaver), who\'s like the textbook girlboss, but ultimately realizes that Katharine\'s approach to it is just as toxic as those of her male counterparts. Tess maintains both her ambitions and her ethics in the end and is rewarded for it (not to spoil the movie too much). 9 to 5 is a bit more power fantasy, since it focuses on three women who get to stick it to their terrible lecherous boss in a hilariously extreme way, but a huge theme of the film is the women learning that in order to overcome this unfair system, they have to work together, not pit themselves against each other, and a lot of why they become successful bossbabes is because they make the workplace a positive environment for the other women they work with, creating a system that makes it easier for them to ""have it all"" so to speak.', 'Oh, another good example is Carolyn Knapp Schappey, from the BBC Radio Series Cabin Pressure, which is just a cracking series all around', '@@elizabethkeller9261 the 9-5  movie was excelent!']"
This collaboration is a gift that keeps giving. <3	[]
Nice collaboration ^^	[]
Love Lindsay Ellis!  Great video.  To date, the best scene ever on (sorta) this topic...https://youtu.be/j35OrpeBU3I. Would love to hear Lindsay's thoughts on the ladies' roles in this movie (Late Night)...including the network exec.	[]
Love this	[]
Awesome collab and a living single reference? My 2020 isn't starting off too bad	[]
Can I debate you?	[]
omg lindsay and the financial diet combined? now i can double the feeling of being super dumb but motivated to learn	[]
I love this episode!! Thank you for showing diversity with the different shows you talked about!!!! Makes me feel included!!	[]
I love the mashup	[]
So excited for this series!	[]
im so happy with this socially aware turn the channel is taking!	[]
Fell for the girl boss meme for a while, was super depressed and unhappy. Now married and planning on my first child this year, and I’ll be a stay at home mom for my fantastic husband ❤️ couldn’t be happier. Don’t let media steer your interests	"['Violet Reichert no offence but you being depressed and unhappy is nothing to do with the job. And being a stay at home is not a formula to happiness.', 'Swathi Rao thats not the point at all lol. I’m saying that media pretty much never portrays being a stay at home mom in a good light and not to try and be a certain way just because you saw it in a movie,', ""Congrats on marriage and child. I'm a stay at home too, you should enjoy your free time there are people out there that will say negative things out of jealousy things like you need to fill your free time with a hobby or side business.. I've seen stay a home moms fall for the pyramid scheme all thanks to their peers jealous words. Ignore people."", 'That’s great. I’m happy for you. :)']"
Great video!	[]
perfect collab!!	[]
I absolutely love this with my whole heart	[]
This is the best collab!	[]
I already read the credits in the opening yet I was totally flabbergasted  because in that environment I just expected Chelsea to open and had to blink to recognize Lindsey. It#s a bit like Lindsey belongs to a different entertainment world, she can guest or cameo but suddenly the host, that was out of this particular world ;-)	[]
YAY LINDSAY!!!!	[]
"When you did the male/female comparison of home duties, and mentioned women are half the workforce now, you need to explore full time VS part time/casual work. I do the majority of the housework, but I work part time, my husband is full time. You'll find that is an extremely common factor making up the ""imbalance"". #stopthewaronmen"	"['Georgina Kaye people forget woman work less hours on average also. It would make sense women do most the house work (in most cases) because our work week is shorter than men’s on average. Doesn’t sound like equality to me if both parties are doing half the chores and one works 5-10 hours a week less.', 'In the Netherlands it is common that  parents work 4 days a week. This means that the kid only needs to spend three days in daycare or even less when grandparents also get to choose a day when they get the kid(s).  (Also there is no war on man, don’t you think it would be nice for men to if it is no longer expected of them to be the provider?)', 'Just because your story is one way, does not mean it is like that for all couples with children. In my household we both work fulltime, run my own business (no, not a blog, or etsy shop), and do most of the housework, not by choice. My partner struggles with the concept of my full plate, but that is in part due to his mother worked full time, and took care of her husband and kids. Come to think of it, my mother did the same - multiple jobs, dealt with school affairs and general parenting, etc. The ""If she can do it, why can\'t I"" attitude from his end has landed us in counseling. On the other hand, I have a few friends who work fulltime while their partner is a stay at home father. Or single dads that are flying solo when the mother completely checked out. And of course a few ""classic"" couple agreements for stay at home moms. I think bottom line is that what she said wasn\'t meant to be ""war on men"". Data is objective information, not a subjective attempt to slander or slam anyone. Some demographics are not like that, and it seems you are lucky enough to be in one where things are more balanced.', 'The mere fact that you work part-time likely means you have less of a chance at Promotion, etc.    And then you earn less now, less Pension later. If for any reason you  will not be with your partner to retirement, you\'re likely financially worth off. Part-time work to do ""free work"" at home is a sacrifice on your behalf and should be factored into an equal Partnership.     I agree that this works for some people, but for many women the societal expectation is pushing them to part-time roles without thinking through the full long-term impact']"
Lindsay ❤️	[]
This is great, TFD has such intellectual, meaningful content. But so contemporary and relevant to today's 20-40ish bracket.	[]
"omg wtf 
its a good surprise tho"	[]
Fun fact: Friends(1994) is based on and heavily borrows from *Living Single* (1993).	"[""Friends is entirely a rip off from Living Single. The actors of Living Single voiced this along with the creator and if you watch Living Single and you also watch Friends, you'll see that most of the episodes in Friends are often a play by play of Living Single except whitewashed since it's a white cast. It's sad because if you try to find a good link online now to watch Living Single, you have to search so hard but Friends has become well known and awarded and is still easy to binge.  Just another case of racism."", ""Thanks for sharing this. I vaguely remember Living Single, but hadn't known that Friends stole Living Single's concept."", 'Lazy Reader living single is on Hulu', ""People really can't help but bring on Friends everytime they mention Living Single? Honestly it's lame. Friends was already in production, Friends had a classic and almost non-existent premise. Friends took off because audiences did so and America loved it. Friends went on to be ripped off by a lot of sitcoms after it ended. It's just how TV works, the premise is hardly the most original thing ever so it's insane to think a group of friends concept is supposed to be trademarked or something."", '@@sabrinafrni64 they liked it because of all white people']"
Did anyone else find the constant cutting into movies distracting?	"[""It's her style even in her actual channel."", 'nope', 'More interesting for me then to just watch her talk...']"
"The problem with the term #girlboss, #bossbabe, etc is that it has been taken over by the MLM ""huns"" shilling overpriced stuff people don't need or want on social media."	"[""Yeah that's actually what girl boss makes me think of"", 'The terms were problematic before the MLMs, though.', '""No empire was ever built without stepping on someone else""']"
This was good! I like how diverse it was, too!	[]
The financial diet has taken an interesting turn recently..	['Yep, this whole women empowerment speech is not form me...']
such a great collab idea!!!	[]
Lindsay Ellis?!?!?!	[]
You do recognize you're using ficticious writings to justify your opinions, right? Not that I disagree with what you are saying but removing your fiction based examples would likely do a lot for your argument.	"[""Sophia amoruso isn't fictional as far as I know?"", ""She's a media critic."", 'First of all, Lindsay Ellis is a film and TV critic, so she\'s in her lane (the title of this series is literally ""Pop Culture Portfolio""). Secondly, Lindsay explicitly says, many times, that women like Miranda, Dany, and Cruella are depictions of female power. These depictions are relevant because they at once reflect and drive nuanced conversation around elements of female power and how that conversation shifts over time and among different communities. Third, Sophia and Helen Brown are real women.\nThe #girlboss concept and hashtag was created and is perpetuated by media. Fictional media could not be more relevant to this conversation.', ""It's made very clear that she is talking about how women in power are depicted, using fictional depictions of women in power works quite well for that"", 'She used a real life example and also she’s analyzing media depictions of this trip because that is the goal of the series, hence the name.']"
Amen to the medical bills	[]
